Description,Category,Amount,Currency
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,-4000.0,DKK
21103193MI 1030000755434702 ROLLZONE*,Inventory / Equipment,-147.56,EUR
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
ALLERGICA,Inventory / Equipment,-2690.25,DKK
Dk-Ind27.07,Sale of Goods,166.4,DKK
"FACEBK TKS5VPB2L2, fb.me/ads,",Marketing and advertising,-9325.25,DKK
"FiverrEU, Nicosia",Professional fees,0.0,DKK
Refundering til kunde,Sale of Goods,-3249.0,DKK
dinero.dk,Software and subscription services,0.0,DKK
Helsam,Inventory / Equipment,-4550.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-99.99,DKK
Dk-Ind07.06,Sale of Goods,233.7,DKK
Dk-Ind27.07,Sale of Goods,466.5,DKK
"Udenlandsk overførsel fra INGENJORSFIRMAN HANS WISTRAND AB omregnet fra 5999,00 SEK til kurs 64,2086600 KRON23060100B0E5",Transfer,3851.88,DKK
Dk-Ind22.08,Sale of Goods,380.9,DKK
Advis 122306221202248 / Credorax Bank Limite,Sale of Goods,5966.83,DKK
Dk-Ind14.07,Sale of Goods,120.9,DKK
Dk-Ind11.05,Sale of Goods,339.4,DKK
Nets,Sale of Goods,10536.98,DKK
Dk-Ind27.03,Sale of Goods,204.45,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
10852425 Txid 719757653 MultiSafepay Opname: Rekening 10852425,Sale of Goods,6272.87,EUR
Dk-Ind25.07,Sale of Goods,255.45,DKK
Dk3dsf18.07,Sale of Goods,429.03,DKK
Dk-Ind03.07,Sale of Goods,1211.9,DKK
"Canva* I03794-15330459, Camden",Software and subscription services,-91.15,DKK
Dk-Ind12.05,Sale of Goods,226.8,DKK
"FACEBK TRJFDGBTK2, fb.me/ads,",Marketing and advertising,-2500.0,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,-4000.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
soenderjyske.dk,Office-/warehouse supplies & interior,-177.5,DKK
21196193MI 1030000757200453 ROLLZONE*,Inventory / Equipment,-189.91,EUR
N7ZR26DHX6WZ8C32LJUL 0180314011042859 Uber,Nonbusiness costs,-9.64,EUR
Dk-Ind22.05,Sale of Goods,250.7,DKK
Dk3dsf28.04,Sale of Goods,1001.23,DKK
Dk3dsf25.07,Sale of Goods,630.5,DKK
Dk-Ind17.07,Sale of Goods,193.7,DKK
Dk3dsf11.08,Sale of Goods,250.5,DKK
Dk-Ind17.07,Sale of Goods,186.6,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Udland - GUANGZHOU BEAUTYWELLNESS,Inventory / Equipment,-17322.74,DKK
Helsam A/S,Inventory / Equipment,-5941.88,DKK
Notanr,Debit-/Credit payments,-20.46,DKK
ALLERGICA,Inventory / Equipment,-873.38,DKK
Dk-Ind26.05,Sale of Goods,1265.6,DKK
Dk-Ind08.06,Sale of Goods,168.8,DKK
Dk-Ind30.07,Sale of Goods,577.05,DKK
Advis 122308071202278 / CREDORAX BANK LIMITE,Sale of Goods,7694.86,DKK
Dk-Ind26.07,Sale of Goods,334.35,DKK
Udland - GUANGZHOU BEAUTYWELLNESS HEALTH,Inventory / Equipment,-35234.89,DKK
10852425 Txid 721153131 Multisafepay Payout merchant:10852425 04-05-2023,Sale of Goods,1459.59,EUR
Dk-Ind23.05,Sale of Goods,220.9,DKK
"Shell Buttervliet Numansdorp, Nl",Nonbusiness costs,-118.03,EUR
Dk-Ind30.07,Sale of Goods,227.6,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind24.03,Sale of Goods,393.25,DKK
Shipmondo.com (DK),Shipping & Logistics,-500.0,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,-6261.84,DKK
"Clearing: CLEARING-20234481173 (period May 202 / Funds: 498,00",Sale of Goods,498.0,EUR
Helsam A/S,Inventory / Equipment,-17347.51,DKK
"Clerk.Io* Clerk.Io, Copenhagen S",Software and subscription services,-4610.26,DKK
-150.00 EUR to Mohammad Umair,Nonbusiness costs,-150.0,EUR
Desino,Marketing and advertising,-27500.0,DKK
[ViaBill] Overførsel,Sale of Goods,198.65,DKK
Dk-Ind28.06,Sale of Goods,155.4,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
10852425 Txid 735883309 Multisafepay Payout merchant:10852425 12-06-2023,Sale of Goods,2560.0,EUR
"ADS3297518833, ccØgoogle.co",Marketing and advertising,-12000.0,DKK
Dk-Ind30.06,Sale of Goods,599.6,DKK
"PADDLE.NET*ELFSIGHT London, GB 12.00 USD, 1 USD = 0.91583 EUR",Software and subscription services,-10.99,EUR
Dk-Ind11.07,Sale of Goods,723.85,DKK
Dk-Ind16.06,Sale of Goods,287.95,DKK
Dk-Ind30.03,Sale of Goods,251.4,DKK
Advis 122205301402084,Sale of Goods,0.0,DKK
Dk-Ind08.08,Sale of Goods,185.43,DKK
Dk-Ind28.06,Sale of Goods,601.75,DKK
Dk-Ind12.05,Sale of Goods,1260.2,DKK
Dk-Ind26.06,Sale of Goods,356.2,DKK
Dk-Ind12.07,Sale of Goods,607.65,DKK
Dk-Ind22.03,Sale of Goods,163.65,DKK
Dk3dsf03.04,Sale of Goods,177.6,DKK
Dk-Ind24.03,Sale of Goods,1249.5,DKK
Bewise,Transfer,-15000.0,DKK
Helsam,Inventory / Equipment,-17810.72,DKK
21743193MI 1030000765674755 ROLLZONE*,Inventory / Equipment,-160.02,EUR
Dk-Ind30.05,Sale of Goods,158.7,DKK
-300.00 EUR to Mohammad Umair,Nonbusiness costs,-300.0,EUR
10852425 Txid 726522137 Multisafepay Payout merchant:10852425 19-05-2023,Sale of Goods,2674.82,EUR
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind19.06,Sale of Goods,824.9,DKK
"FACEBK PAM25JBTK2, fb.me/ads,",Marketing and advertising,-6000.0,DKK
"Sikkerhedsstyre, Esbjerg",Nonbusiness costs,-105.0,DKK
10852425 Txid 738871907 Multisafepay Payout merchant:10852425 20-06-2023,Sale of Goods,3127.74,EUR
Dk-Ind19.04,Sale of Goods,874.03,DKK
Advis 122307071202080 / Credorax Bank Limite,Sale of Goods,4779.12,DKK
Advis 122212140142145,Sale of Goods,4685.0,DKK
Dk-Ind04.08,Sale of Goods,225.9,DKK
Advis 122301310316560 / F:29/MS Branding A/S,Sale of Goods,1873.75,DKK
Udland - PINGYANG HUANGTAI IC,Inventory / Equipment,-32139.3,DKK
Udland - GUANGZHOU BEAUTYWELLNESS,Inventory / Equipment,-35274.56,DKK
PJKGR5GNQW94KH52JDRP 0180317340120863 Uw bestelling bij 123inkt.nl,Inventory / Equipment,-85.3,EUR
Dk-Ind16.03,Sale of Goods,998.8,DKK
Advis 122211161202574,Sale of Goods,9473.05,DKK
Dk-Ind23.06,Sale of Goods,753.4,DKK
"TotalEnergies NV HEERLEN, NL",Nonbusiness costs,-3.2,EUR
Dk-Ind17.08,Sale of Goods,303.3,DKK
Udland - GUANGZHOU BEAUTYWELLNESS,Inventory / Equipment,-35274.56,DKK
Postering,Shipping & Logistics,-105.0,DKK
Helsam A/S,Inventory / Equipment,-6922.51,DKK
Dk-Ind06.06,Sale of Goods,162.45,DKK
Dk-Ind26.05,Sale of Goods,605.1,DKK
Dk-Ind08.06,Sale of Goods,159.45,DKK
Dk-Ind12.06,Sale of Goods,404.75,DKK
Nets,Sale of Goods,5272.42,DKK
1900.00 EUR to UA Trading Company,Inventory / Equipment,1900.0,EUR
Dk-Ind29.03,Sale of Goods,1009.57,DKK
Dk3dsf08.06,Sale of Goods,1054.8,DKK
"Gebyr udland 30,00 DKK KRON23060100B058",Banking Fees,-30.0,DKK
LeverandørService 58696MXNEY FINANCE APS,Loans/ Debts,-17294.42,DKK
21338193MI 1030000759383324 ROLLZONE*,Inventory / Equipment,-178.17,EUR
Notanr,Debit-/Credit payments,-10.01,DKK
"TotalEnergies NV BODEGRAVEN, NL",Nonbusiness costs,-124.83,EUR
Dk-Ind24.04,Sale of Goods,441.0,DKK
Dk-Ind14.07,Sale of Goods,234.45,DKK
Dk-Ind10.04,Sale of Goods,1019.25,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind26.07,Sale of Goods,202.3,DKK
"FACEBK X27CGL7TK2, fb.me/ads",Marketing and advertising,0.0,DKK
"Autobedr. Leo vd Wel BERGSCHENHOEK, NL","Rent, mortgage & utilities",-696.96,EUR
Dk-Ind17.07,Sale of Goods,393.85,DKK
Markedsføringsarbejde,"Rent, mortgage & utilities",-5000.0,DKK
Advertising,Marketing and advertising,-103.15,DKK
Dk-Ind29.06,Sale of Goods,582.7,DKK
"Sikkerhedsstyre, Esbjerg",Nonbusiness costs,-105.0,DKK
"Shopify* 175468032, Dublin",Software and subscription services,-6.91,DKK
Gebyr for bestilling af debetkort,Banking Fees,-150.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-11.76,DKK
Dk-Ind18.06,Sale of Goods,237.7,DKK
Dk3dsf03.08,Sale of Goods,266.5,DKK
Dk-Ind27.04,Sale of Goods,365.9,DKK
Dk-Ind16.03,Sale of Goods,189.3,DKK
Dk-Ind06.08,Sale of Goods,246.58,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.18,DKK
Pinterest Ads,Marketing and advertising,-305.84,DKK
Dk-Ind17.05,Sale of Goods,108.65,DKK
Dk-Ind30.06,Sale of Goods,514.9,DKK
Dk-Ind08.06,Sale of Goods,189.3,DKK
Dk-Ind22.08,Sale of Goods,224.8,DKK
Dk-Ind22.05,Sale of Goods,2138.4,DKK
"Klaviyo Inc. Software, Klaviyo.Com",Software and subscription services,-230.89,DKK
Dk-Ind04.07,Sale of Goods,1246.95,DKK
Dk-Ind08.05,Sale of Goods,245.3,DKK
Dk-Ind17.05,Sale of Goods,799.78,DKK
Notanr,Debit-/Credit payments,-25.0,DKK
Dk-Ind22.05,Sale of Goods,304.4,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk3dsf19.04,Sale of Goods,188.2,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind12.06,Sale of Goods,241.4,DKK
Dk-Ind22.08,Sale of Goods,70.55,DKK
"Canva* I03643-11023434, Camden",Software and subscription services,0.0,DKK
Dk-Ind31.05,Sale of Goods,504.25,DKK
Dk3dsf13.04,Sale of Goods,1036.9,DKK
"Shopify* 161822894, Dublin",Software and subscription services,0.0,DKK
Dk-Ind03.04,Sale of Goods,313.5,DKK
21221193MI 1030000757389167 ROLLZONE*,Inventory / Equipment,-232.26,EUR
Dk-Ind18.06,Sale of Goods,377.2,DKK
Dk-Ind09.08,Sale of Goods,262.4,DKK
Dk-Ind15.08,Sale of Goods,181.83,DKK
Udland - GUANGZHOU BEAUTYWELLNESS HEALTH,Inventory / Equipment,0.0,DKK
Dk-Ind29.06,Sale of Goods,2029.2,DKK
Dk-Ind25.04,Sale of Goods,222.0,DKK
Dk-Ind09.08,Sale of Goods,111.9,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
-100.00 EUR to Mohammad Umair,Nonbusiness costs,-100.0,EUR
22071193MI 1030000772414599 ROLLZONE*,Inventory / Equipment,-207.21,EUR
Dk3dsf03.05,Sale of Goods,2202.28,DKK
Dk-Ind24.04,Sale of Goods,144.15,DKK
Dk3dsf28.03,Sale of Goods,216.4,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Anyday Settlement,Sale of Goods,316.36,DKK
"ADS4649893433, ccØgoogle.co",Marketing and advertising,-4000.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind15.08,Sale of Goods,291.15,DKK
Dk3dsf17.07,Sale of Goods,392.6,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,-338.13,DKK
21757193MI 1030000765775263 ROLLZONE*,Inventory / Equipment,-295.85,EUR
LeverandørService 53821MXNEY APS,Loans/ Debts,-5990.0,DKK
Dk3dsf04.05,Sale of Goods,1753.55,DKK
P2211281066OP00 Omk,Payment processing,-50.0,DKK
Dk-Ind22.08,Sale of Goods,344.1,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
"Autobedr. Leo vd Wel BERGSCHENHOEK, NL","Rent, mortgage & utilities",-891.04,EUR
"Klaviyo Inc. Software, Boston",Software and subscription services,-764.16,DKK
Advis 122210171402017,Sale of Goods,7869.8,DKK
-200.00 EUR to Mohammad Umair,Nonbusiness costs,-200.0,EUR
Advis 122307040204505 / Fra Søren Lundber..,Sale of Goods,1500.0,DKK
Dk-Ind30.06,Sale of Goods,308.4,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,-9252.88,DKK
02004478940011907231,Sale of Goods,133.15,DKK
Føtex Haderslev,Nonbusiness costs,-338.8,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,0.0,DKK
Dk3dsf19.04,Sale of Goods,81.25,DKK
Dk3dsf16.03,Sale of Goods,516.45,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind08.06,Sale of Goods,1463.5,DKK
Dk-Ind24.05,Sale of Goods,170.5,DKK
"Snap, 310-399-3339",Marketing and advertising,-16.75,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Udland - GUANGZHOU GUANGYANGZHIXING,Inventory / Equipment,-36383.49,DKK
-300.00 EUR to Mohammad Umair,Nonbusiness costs,-300.0,EUR
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
"www.fiverr.com, INTERNET",Professional fees,-980.63,DKK
Dk-Ind15.05,Sale of Goods,399.9,DKK
Dk-Ind14.06,Sale of Goods,316.3,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Advis 122305221203052 / Clearhaus AS,Sale of Goods,13283.68,DKK
Dk3dsf18.04,Sale of Goods,787.35,DKK
"Postnord Porto, Koebenhavn S",Shipping & Logistics,-95.0,DKK
Dk-Ind15.08,Sale of Goods,565.75,DKK
Dk-Ind03.04,Sale of Goods,318.35,DKK
"FACEBK TWWCPNKXC2, fb.me/ads",Marketing and advertising,0.0,DKK
-1.00 EUR to GoCardless,Loans/ Debts,-1.0,EUR
Dk3dsf12.04,Sale of Goods,466.5,DKK
Dk-Ind19.06,Sale of Goods,347.65,DKK
Dk3dsf12.04,Sale of Goods,1164.4,DKK
Dk-Ind06.07,Sale of Goods,410.9,DKK
Dk-Ind07.08,Sale of Goods,207.1,DKK
Dk3dsf07.08,Sale of Goods,72.45,DKK
Notanr,Debit-/Credit payments,-25.0,DKK
Advis 122211021401578,Sale of Goods,0.0,DKK
Dk-Ind03.07,Sale of Goods,379.58,DKK
22031193MI 1030000771506656 ROLLZONE*,Inventory / Equipment,-157.6,EUR
Dk-Ind09.08,Sale of Goods,529.6,DKK
Dk-Ind15.05,Sale of Goods,282.11,DKK
Dk-Ind07.08,Sale of Goods,129.2,DKK
Pinterest Ads,Marketing and advertising,-272.49,DKK
Dk-Ind12.04,Sale of Goods,1779.9,DKK
Dk-Ind20.06,Sale of Goods,176.7,DKK
Dk-Ind22.03,Sale of Goods,1643.35,DKK
21072193MI 1030000754997561 ROLLZONE*,Inventory / Equipment,-147.56,EUR
"Pensopay A/S, Vejle",Payment processing,-122.5,DKK
Dk3dsf06.06,Sale of Goods,2962.8,DKK
Dk-Ind06.07,Sale of Goods,1197.6,DKK
Tryg,Insurance & association contributions,-163.17,DKK
Dk-Ind12.05,Sale of Goods,324.9,DKK
"Simply.com, Skanderborg",Software and subscription services,0.0,DKK
LeverandørService 58696MXNEY FINANCE APS,Loans/ Debts,-5863.74,DKK
Dk3dsf13.04,Sale of Goods,472.9,DKK
Straksoverførsel pr 09-11-2022 til 4440 0012525656,Intragroup exchange,-3000.0,DKK
Advis 122211111202485,Sale of Goods,5525.03,DKK
Dk-Ind28.06,Sale of Goods,236.8,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,0.0,DKK
21389193MI 1030000759941783 ROLLZONE*,Inventory / Equipment,-160.02,EUR
M15154069MGXZ57F 1150014235381448 23359 interlinex.com,Inventory / Equipment,-3684.45,EUR
Dk-Ind17.07,Sale of Goods,158.0,DKK
"Pensopay A/S, Vejle",Payment processing,-122.5,DKK
Gebyr,Debit-/Credit payments,-250.0,DKK
Dk-Ind07.08,Sale of Goods,70.55,DKK
A vogel,Inventory / Equipment,-1709.96,DKK
Dk-Ind17.04,Sale of Goods,537.35,DKK
Dk-Ind28.07,Sale of Goods,856.1,DKK
Advis 122306061202213 / Clearhaus AS,Sale of Goods,39629.93,DKK
"ADS4649893433, ccØgoogle.co",Marketing and advertising,-2085.5,DKK
Dk-Ind06.08,Sale of Goods,194.55,DKK
Dk-Ind03.08,Sale of Goods,277.1,DKK
"Snap, 310-399-3339",Marketing and advertising,-10.21,DKK
"Snap, 310-399-3339",Marketing and advertising,-10.88,DKK
"FACEBK 9G2KBMXWC2, fb.me/ads",Marketing and advertising,0.0,DKK
Dk-Ind10.05,Sale of Goods,114.65,DKK
Dk-Ind29.03,Sale of Goods,394.65,DKK
Dk-Ind12.04,Sale of Goods,399.35,DKK
Dk-Ind09.06,Sale of Goods,658.9,DKK
Dk-Ind27.04,Sale of Goods,190.75,DKK
Anyday Settlement,Sale of Goods,30830.27,DKK
Dk-Ind11.05,Sale of Goods,309.6,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind03.08,Sale of Goods,113.5,DKK
Dk-Ind22.08,Sale of Goods,308.9,DKK
65NKSAW 0140000773293440 Alibaba,Inventory / Equipment,-2941.65,EUR
Dk-Ind21.06,Sale of Goods,252.85,DKK
"Udenlandsk overførsel til Guangzhou Beautywellness Health omregnet fra 9161,87 EUR til kurs 746,741400 KRON23050900892C",Transfer,-68415.48,DKK
Dk-Ind09.08,Sale of Goods,182.45,DKK
Advis 122307241202245 / Credorax Bank Limite,Sale of Goods,6251.6,DKK
"FACEBK PJ36XLFXC2, fb.me/ads",Marketing and advertising,-60.0,DKK
Dk-Ind15.08,Sale of Goods,376.9,DKK
"Klaviyo Inc. Software, Boston",Software and subscription services,-701.95,DKK
gravii-dk / retur,Sale of Goods,-10645.0,DKK
Dk-Ind22.05,Sale of Goods,167.45,DKK
Allergica,Inventory / Equipment,-4679.87,DKK
faktura 23,Transfer,0.0,DKK
"Ads5180743448, Internet",Marketing and advertising,0.0,DKK
SVEA FINANS A/S,Debit-/Credit payments,-290.4,DKK
21970193MI 1030000770632744 ROLLZONE*,Inventory / Equipment,-538.45,EUR
Dk-Ind14.06,Sale of Goods,759.0,DKK
Dk-Ind30.07,Sale of Goods,116.1,DKK
Dk-Ind08.08,Sale of Goods,981.83,DKK
Dk-Ind29.06,Sale of Goods,344.28,DKK
Advis 122307140138331 / Fra Total-Tjek fa..,Sale of Goods,3000.0,DKK
Dk-Ind19.04,Sale of Goods,578.88,DKK
20891193MI 1030000752729168 ROLLZONE*,Inventory / Equipment,-274.61,EUR
LeverandørService 53821MXNEY APS,Loans/ Debts,-3937.77,DKK
Dk3dsf17.05,Sale of Goods,160.1,DKK
Dk-Ind24.04,Sale of Goods,155.3,DKK
Dk-Ind19.08,Sale of Goods,505.8,DKK
Dk-Ind10.08,Sale of Goods,273.8,DKK
Advis 122302011203043 / OVERFØRSEL,Sale of Goods,707.84,DKK
Dk3dsf22.05,Sale of Goods,624.63,DKK
Dk3dsf28.03,Sale of Goods,619.4,DKK
Dk-Ind24.05,Sale of Goods,561.45,DKK
Dk3dsf04.05,Sale of Goods,926.15,DKK
Dk3dsf10.05,Sale of Goods,88.45,DKK
Helsam A/S,Inventory / Equipment,-14346.15,DKK
Dk3dsf05.04,Sale of Goods,936.45,DKK
Dk-Ind01.06,Sale of Goods,353.8,DKK
-2500.00 EUR to UA Trading Company,Inventory / Equipment,-2500.0,EUR
Dk-Ind17.07,Sale of Goods,564.1,DKK
Dk-Ind01.08,Sale of Goods,225.2,DKK
Husleje Randers,"Rent, mortgage & utilities",-18250.0,DKK
Dk-Ind15.07,Sale of Goods,398.2,DKK
Dk-Ind22.05,Sale of Goods,186.5,DKK
Dk-Ind13.07,Sale of Goods,178.4,DKK
Advis 122306131202417 / Clearhaus AS,Sale of Goods,21860.22,DKK
Dk-Ind27.04,Sale of Goods,-213.5,DKK
Dk-Ind18.08,Sale of Goods,674.85,DKK
Dk-Ind08.05,Sale of Goods,250.5,DKK
Advis 122211161202574,Sale of Goods,0.0,DKK
Dk-Ind12.04,Sale of Goods,377.75,DKK
Dk-Ind14.07,Sale of Goods,352.9,DKK
Dk-Ind20.03,Sale of Goods,475.3,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,0.0,DKK
22112193MI 1030000773045256 ROLLZONE*,Inventory / Equipment,-157.6,EUR
10852425 Txid 719978737 Multisafepay Payout merchant:10852425 01-05-2023,Sale of Goods,2778.42,EUR
Anyday Settlement,Sale of Goods,994.28,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
21097193MI 1030000755388503 ROLLZONE*,Inventory / Equipment,-26.62,EUR
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind24.05,Sale of Goods,124.0,DKK
Dk-Ind07.08,Sale of Goods,130.45,DKK
Afdrag lån,Loans/ Debts,-700.0,DKK
Dk3dsf09.07,Sale of Goods,250.45,DKK
Postering,Shipping & Logistics,-160.0,DKK
"ADS3297518833, ccØgoogle.co",Marketing and advertising,-20000.0,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-50.16,DKK
Dk-Ind09.06,Sale of Goods,844.25,DKK
Dk-Ind17.07,Sale of Goods,273.3,DKK
Dk-Ind12.05,Sale of Goods,700.75,DKK
Jyll. Kartonlager,Inventory / Equipment,-5250.0,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,0.0,DKK
Dk-Ind04.04,Sale of Goods,536.75,DKK
Dk3dsf19.04,Sale of Goods,263.1,DKK
Dk-Ind20.04,Sale of Goods,871.55,DKK
Dk-Ind04.05,Sale of Goods,252.9,DKK
"3 Danmark, Koebenhavn SV",Software and subscription services,-1736.18,DKK
invoice 12656418,Transfer,-41.11,EUR
MobilePay A.Vogel Danmark A/S,Sale of Goods,-8846.98,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,-4000.0,DKK
Dk3dsf30.06,Sale of Goods,1555.65,DKK
LTQJPO 0030014273180098 bestelling McDonalds Beurs via,Nonbusiness costs,-31.3,EUR
Dk-Ind11.04,Sale of Goods,637.0,DKK
Dk-Ind11.08,Sale of Goods,458.86,DKK
Dk-Ind28.04,Sale of Goods,433.7,DKK
Udland - GUANGZHOU BEAUTYWELLNESS,Inventory / Equipment,-35237.76,DKK
Dk-Ind15.07,Sale of Goods,702.4,DKK
Dk3dsf01.06,Sale of Goods,229.15,DKK
Dk3dsf26.06,Sale of Goods,298.4,DKK
10852425 Txid 721544985 Multisafepay Payout merchant:10852425 05-05-2023,Sale of Goods,2272.21,EUR
Postering,Shipping & Logistics,-300.0,DKK
"FACEBK CH23ADXF92, fb.me/ads,",Marketing and advertising,0.0,DKK
Afdrag varelager,Inventory / Equipment,-1500.0,DKK
Dk-Ind27.07,Sale of Goods,906.05,DKK
"FACEBK QL7LRQKTK2, fb.me/ads",Marketing and advertising,-6000.0,DKK
Anyday Settlement,Sale of Goods,0.0,DKK
21104193MI 1030000755435876 ROLLZONE*,Inventory / Equipment,-147.56,EUR
Advis 122304050902260 / OVERFØRSEL,Sale of Goods,3148.82,DKK
Dk-Ind14.08,Sale of Goods,139.88,DKK
Advis 122205191402020,Sale of Goods,0.0,DKK
Dk3dsf16.06,Sale of Goods,937.5,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind30.05,Sale of Goods,451.4,DKK
"Sikkerhedsstyre, Esbjerg",Nonbusiness costs,-105.0,DKK
WD2023030202J,Transfer,2988.25,EUR
Dk-Ind26.05,Sale of Goods,186.6,DKK
Dk-Ind18.06,Sale of Goods,388.2,DKK
Dk-Ind04.05,Sale of Goods,433.7,DKK
Dk-Ind25.07,Sale of Goods,619.2,DKK
Dk-Ind06.06,Sale of Goods,271.79,DKK
Dk-Ind30.06,Sale of Goods,129.0,DKK
Dk3dsf31.05,Sale of Goods,393.25,DKK
Dk-Ind07.08,Sale of Goods,277.1,DKK
Dk-Ind11.04,Sale of Goods,545.3,DKK
"Kapwing Pro Plan, Newark",Software and subscription services,-142.55,DKK
21386193MI 1030000759936049 ROLLZONE*,Inventory / Equipment,-190.27,EUR
Dk-Ind03.05,Sale of Goods,1199.7,DKK
SKATTEKONTOEN,VAT and income tax,-8957.4,DKK
Dk-Ind15.08,Sale of Goods,317.2,DKK
Dk-Ind26.06,Sale of Goods,992.85,DKK
"MENY, Haderslev",Nonbusiness costs,-184.35,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk3dsf15.08,Sale of Goods,806.1,DKK
SKATTEKONTOEN,VAT and income tax,0.0,DKK
Dk-Ind30.05,Sale of Goods,292.95,DKK
NDS,Inventory / Equipment,-3439.01,DKK
Dk-Ind17.08,Sale of Goods,981.95,DKK
Dk-Ind16.06,Sale of Goods,300.9,DKK
Dk-Ind08.05,Sale of Goods,134.45,DKK
Postering,Shipping & Logistics,-105.0,DKK
Dk-Ind19.07,Sale of Goods,185.2,DKK
"Shell Varakker Kesteren, Nl",Nonbusiness costs,-143.47,EUR
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk3dsf25.04,Sale of Goods,331.11,DKK
Dk-Ind04.07,Sale of Goods,192.39,DKK
Dk-Ind20.04,Sale of Goods,2175.5,DKK
Dk3dsf23.05,Sale of Goods,617.3,DKK
Dk-Ind06.06,Sale of Goods,189.3,DKK
Dk-Ind30.05,Sale of Goods,189.3,DKK
portal.postnord.co,Shipping & Logistics,-190.0,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,-695.0,DKK
Dk3dsf03.04,Sale of Goods,1576.05,DKK
Dk-Ind15.05,Sale of Goods,77.6,DKK
Dk-Ind24.03,Sale of Goods,413.8,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind24.05,Sale of Goods,212.15,DKK
Faktura 34,Sale of Goods,3249.0,DKK
"Simply.com, Skanderborg",Software and subscription services,-675.0,DKK
Dk3dsf19.05,Sale of Goods,577.9,DKK
Dk-Ind12.06,Sale of Goods,117.8,DKK
Postering,Shipping & Logistics,-6000.0,DKK
Afdrag lån,Loans/ Debts,-700.0,DKK
invoice 13455101,Transfer,-40.69,EUR
Dk-Ind28.04,Sale of Goods,835.4,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,-6263.76,DKK
Dk-Ind11.08,Sale of Goods,212.15,DKK
DanDomain A/S,Professional fees,-1132.5,DKK
"Clearing: CLEARING-20234541439 (period May 202 / Funds: 1.516,85",Sale of Goods,1516.85,EUR
Dk-Ind22.03,Sale of Goods,171.7,DKK
Dk3dsf21.06,Sale of Goods,344.1,DKK
Dk-Ind07.07,Sale of Goods,447.15,DKK
Dk-Ind17.05,Sale of Goods,258.9,DKK
CH2033327,Sale of Goods,1327513.22,DKK
Dk3dsf04.05,Sale of Goods,187.18,DKK
Dk-Ind03.08,Sale of Goods,1052.35,DKK
Dk-Ind22.03,Sale of Goods,135.65,DKK
Dk-Ind18.08,Sale of Goods,318.9,DKK
Postering,Shipping & Logistics,49.0,DKK
Dk-Ind24.07,Sale of Goods,480.9,DKK
